14.103.41.33 - - [06/Jan/2024:16:46:48 +0000] "GET /dbadmin/scripts/setup.php HTTP/1.0" 404 784
14.103.41.33 - - [06/Jan/2024:16:46:48 +0000] "GET /phpmanager/scripts/setup.php HTTP/1.0" 404 787
14.103.41.33 - - [06/Jan/2024:16:46:49 +0000] "GET /mysql/scripts/setup.php HTTP/1.0" 404 782
14.103.41.33 - - [06/Jan/2024:16:46:49 +0000] "GET /phpMyAdmin2/scripts/setup.php HTTP/1.0" 404 788
14.103.41.33 - - [06/Jan/2024:16:46:49 +0000] "GET /phpma/scripts/setup.php HTTP/1.0" 404 782
14.103.41.33 - - [06/Jan/2024:16:46:50 +0000] "GET /sqlweb/scripts/setup.php HTTP/1.0" 404 783
14.103.41.33 - - [06/Jan/2024:16:46:50 +0000] "GET /webdb/scripts/setup.php HTTP/1.0" 404 782
14.103.41.33 - - [06/Jan/2024:16:46:51 +0000] "GET /websql/scripts/setup.php HTTP/1.0" 404 783
14.103.41.33 - - [06/Jan/2024:16:46:51 +0000] "GET /_phpMyAdmin/scripts/setup.php HTTP/1.0" 404 788
14.103.41.33 - - [06/Jan/2024:16:46:52 +0000] "GET /php/scripts/setup.php HTTP/1.0" 404 780
14.103.41.33 - - [06/Jan/2024:16:46:52 +0000] "GET /admin/phpmyadmin/scripts/setup.txt HTTP/1.0" 404 797
14.103.41.33 - - [06/Jan/2024:16:46:53 +0000] "GET /db/scripts/setup.php HTTP/1.0" 404 779
14.103.41.33 - - [06/Jan/2024:16:46:53 +0000] "GET /sqlmanager/scripts/setup.php HTTP/1.0" 404 787
14.103.41.33 - - [06/Jan/2024:16:46:54 +0000] "GET /phpmy-admin/scripts/setup.php HTTP/1.0" 404 788
14.103.41.33 - - [06/Jan/2024:16:46:54 +0000] "GET /mysqlmanager/scripts/setup.php HTTP/1.0" 404 789
14.103.41.33 - - [06/Jan/2024:16:46:54 +0000] "GET /mysql-admin/scripts/setup.php HTTP/1.0" 404 788
14.103.41.33 - - [06/Jan/2024:16:46:54 +0000] "GET /phpmanager/scripts/setup.php HTTP/1.0" 404 787
14.103.41.33 - - [06/Jan/2024:16:46:55 +0000] "GET /php-myadmin/scripts/setup.php HTTP/1.0" 404 788
14.103.41.33 - - [06/Jan/2024:16:46:59 +0000] "GET /phpmy-admin/scripts/setup.php HTTP/1.0" 404 788
14.103.41.33 - - [06/Jan/2024:16:46:59 +0000] "GET /mysql-admin/scripts/setup.php HTTP/1.0" 404 788
135.125.246.110 - - [06/Jan/2024:17:24:28 +0000] "GET /.env HTTP/1.1" 404 755
135.125.246.110 - - [06/Jan/2024:17:24:28 +0000] "POST / HTTP/1.1" 200 3979
135.125.246.110 - - [06/Jan/2024:17:37:04 +0000] "GET /.env HTTP/1.1" 404 755
135.125.246.110 - - [06/Jan/2024:17:37:05 +0000] "POST / HTTP/1.1" 200 3979
